value,   feasible,   frequency, time, iteration
39892.0,False,5.0,1.61128830909729,1
48470.0,False,3.0,1.61128830909729,1
0.0,False,1.0,1.61128830909729,1
27996.0,False,4.0,1.61128830909729,1
31130.0,False,3.0,1.61128830909729,1
0.0,False,4.0,1.61128830909729,1
3516.0,False,3.0,1.61128830909729,1
2124.0,False,3.0,1.61128830909729,1
23158.0,False,3.0,1.61128830909729,1
9512.0,False,2.0,1.61128830909729,1
26074.0,False,1.0,1.61128830909729,1
38158.0,False,5.0,1.61128830909729,1
19824.0,False,1.0,1.61128830909729,1
21766.0,False,2.0,1.61128830909729,1
2376.0,False,2.0,1.61128830909729,1
10904.0,False,4.0,1.61128830909729,1
10640.0,False,3.0,1.61128830909729,1
10904.0,False,1.0,1.61128830909729,1
18430.0,False,2.0,1.61128830909729,1
30210.0,False,1.0,1.61128830909729,1
14514.0,False,3.0,1.61128830909729,1
2352.0,False,1.0,1.61128830909729,1
40132.0,False,4.0,1.61128830909729,1
4326.0,False,4.0,1.61128830909729,1
28756.0,False,2.0,1.61128830909729,1
17342.0,False,3.0,1.61128830909729,1
1722.0,False,3.0,1.61128830909729,1
23616.0,False,1.0,1.61128830909729,1
19570.0,False,2.0,1.61128830909729,1
13100.0,False,4.0,1.61128830909729,1
8930.0,False,6.0,1.61128830909729,1
34842.0,False,7.0,1.61128830909729,1
2124.0,False,5.0,1.61128830909729,1
10640.0,False,1.0,1.61128830909729,1
19754.0,False,8.0,1.61128830909729,1
6724.0,False,2.0,1.61128830909729,1
28268.0,False,1.0,1.61128830909729,1
22530.0,False,4.0,1.61128830909729,1
2352.0,False,2.0,1.61128830909729,1
984.0,False,4.0,1.61128830909729,1
4074.0,False,3.0,1.61128830909729,1
36058.0,False,1.0,1.61128830909729,1
25392.0,False,4.0,1.61128830909729,1
11780.0,False,5.0,1.61128830909729,1
42264.0,False,3.0,1.61128830909729,1
21342.0,False,3.0,1.61128830909729,1
32828.0,False,1.0,1.61128830909729,1
6724.0,False,3.0,1.61128830909729,1
22960.0,False,3.0,1.61128830909729,1
4326.0,False,4.0,1.61128830909729,1
27860.0,False,2.0,1.61128830909729,1
42498.0,False,6.0,1.61128830909729,1
40132.0,False,2.0,1.61128830909729,1
12772.0,False,7.0,1.61128830909729,1
0.0,False,5.0,1.61128830909729,1
31202.0,False,4.0,1.61128830909729,1
16638.0,False,1.0,1.61128830909729,1
19824.0,False,3.0,1.61128830909729,1
21136.0,False,3.0,1.61128830909729,1
14492.0,False,2.0,1.61128830909729,1
252.0,False,4.0,1.61128830909729,1
0.0,False,5.0,1.61128830909729,1
18210.0,False,4.0,1.61128830909729,1
24882.0,False,3.0,1.61128830909729,1
19570.0,False,6.0,1.61128830909729,1
10640.0,False,12.0,1.61128830909729,1
14514.0,False,1.0,1.61128830909729,1
29006.0,False,2.0,1.61128830909729,1
7790.0,False,4.0,1.61128830909729,1
24472.0,False,3.0,1.61128830909729,1
19980.0,False,3.0,1.61128830909729,1
13598.0,False,2.0,1.61128830909729,1
19740.0,False,2.0,1.61128830909729,1
25864.0,False,4.0,1.61128830909729,1
19350.0,False,3.0,1.61128830909729,1
11200.0,False,5.0,1.61128830909729,1
51680.0,False,4.0,1.61128830909729,1
7790.0,False,1.0,1.61128830909729,1
15634.0,False,1.0,1.61128830909729,1
29480.0,False,1.0,1.61128830909729,1
26560.0,False,3.0,1.61128830909729,1
3516.0,False,3.0,1.61128830909729,1
1392.0,False,6.0,1.61128830909729,1
28352.0,False,1.0,1.61128830909729,1
1968.0,False,4.0,1.61128830909729,1
39090.0,False,4.0,1.61128830909729,1
6724.0,False,1.0,1.61128830909729,1
42498.0,False,2.0,1.61128830909729,1
13174.0,False,3.0,1.61128830909729,1
21948.0,False,8.0,1.61128830909729,1
0.0,False,1.0,1.61128830909729,1
44688.0,False,2.0,1.61128830909729,1
24734.0,False,1.0,1.61128830909729,1
16892.0,False,1.0,1.61128830909729,1
40380.0,False,5.0,1.61128830909729,1
1236.0,False,1.0,1.61128830909729,1
2604.0,False,6.0,1.61128830909729,1
14514.0,False,6.0,1.61128830909729,1
6048.0,False,2.0,1.61128830909729,1
3444.0,False,2.0,1.61128830909729,1
39140.0,False,4.0,1.61128830909729,1
43768.0,False,4.0,1.61128830909729,1
24934.0,False,7.0,1.61128830909729,1
38916.0,False,7.0,1.61128830909729,1
30476.0,False,2.0,1.61128830909729,1
30962.0,False,2.0,1.61128830909729,1
16236.0,False,3.0,1.61128830909729,1
9184.0,False,5.0,1.61128830909729,1
9184.0,False,2.0,1.61128830909729,1
15886.0,False,3.0,1.61128830909729,1
32090.0,False,1.0,1.61128830909729,1
16638.0,False,4.0,1.61128830909729,1
4074.0,False,5.0,1.61128830909729,1
28924.0,False,6.0,1.61128830909729,1
16892.0,False,2.0,1.61128830909729,1
0.0,False,4.0,1.61128830909729,1
1392.0,False,2.0,1.61128830909729,1
42730.0,False,4.0,1.61128830909729,1
81576.0,False,14.0,1.61128830909729,1
10168.0,False,6.0,1.61128830909729,1
34292.0,False,9.0,1.61128830909729,1
19570.0,False,1.0,1.61128830909729,1
12190.0,False,2.0,1.61128830909729,1
25672.0,False,4.0,1.61128830909729,1
6678.0,False,3.0,1.61128830909729,1
44280.0,False,4.0,1.61128830909729,1
29746.0,False,8.0,1.61128830909729,1
12992.0,False,3.0,1.61128830909729,1
984.0,False,1.0,1.61128830909729,1
19570.0,False,1.0,1.61128830909729,1
22686.0,False,1.0,1.61128830909729,1
2124.0,False,3.0,1.61128830909729,1
29990.0,False,3.0,1.61128830909729,1
20710.0,False,5.0,1.61128830909729,1
12518.0,False,3.0,1.61128830909729,1
252.0,False,5.0,1.61128830909729,1
27784.0,False,3.0,1.61128830909729,1
7790.0,False,6.0,1.61128830909729,1
26076.0,False,3.0,1.61128830909729,1
8652.0,False,2.0,1.61128830909729,1
0.0,False,4.0,1.61128830909729,1
33226.0,False,4.0,1.61128830909729,1
20384.0,False,2.0,1.61128830909729,1
16892.0,False,1.0,1.61128830909729,1
19824.0,False,1.0,1.61128830909729,1
9512.0,False,3.0,1.61128830909729,1
11452.0,False,1.0,1.61128830909729,1
44352.0,False,8.0,1.61128830909729,1
27058.0,False,2.0,1.61128830909729,1
59072.0,False,4.0,1.61128830909729,1
19836.0,False,1.0,1.61128830909729,1
20856.0,False,2.0,1.61128830909729,1
19572.0,False,3.0,1.61128830909729,1
38916.0,False,4.0,1.61128830909729,1
22262.0,False,6.0,1.61128830909729,1
0.0,False,1.0,1.61128830909729,1
26546.0,False,4.0,1.61128830909729,1
2376.0,False,1.0,1.61128830909729,1
39892.0,False,1.0,1.61128830909729,1
0.0,False,6.0,1.61128830909729,1
9682.0,False,5.0,1.61128830909729,1
19982.0,False,2.0,1.61128830909729,1
0.0,False,3.0,1.61128830909729,1
29272.0,False,1.0,1.61128830909729,1
0.0,False,4.0,1.61128830909729,1
19400.0,False,1.0,1.61128830909729,1
984.0,False,1.0,1.61128830909729,1
48830.0,False,2.0,1.61128830909729,1
14650.0,False,3.0,1.61128830909729,1
23950.0,False,2.0,1.61128830909729,1
2628.0,False,1.0,1.61128830909729,1
36790.0,False,1.0,1.61128830909729,1
2604.0,False,4.0,1.61128830909729,1
41166.0,False,1.0,1.61128830909729,1
32472.0,False,3.0,1.61128830909729,1
56288.0,False,2.0,1.61128830909729,1
4704.0,False,1.0,1.61128830909729,1
1974.0,False,1.0,1.61128830909729,1
11780.0,False,3.0,1.61128830909729,1
31940.0,False,2.0,1.61128830909729,1
28670.0,False,1.0,1.61128830909729,1
0.0,False,1.0,1.61128830909729,1
14398.0,False,1.0,1.61128830909729,1
24026.0,False,4.0,1.61128830909729,1
20990.0,False,1.0,1.61128830909729,1
0.0,False,3.0,1.61128830909729,1
32816.0,False,2.0,1.61128830909729,1
10168.0,False,2.0,1.61128830909729,1
13282.0,False,4.0,1.61128830909729,1
20310.0,False,4.0,1.61128830909729,1
3360.0,False,4.0,1.61128830909729,1
58152.0,False,1.0,1.61128830909729,1
30040.0,False,2.0,1.61128830909729,1
37830.0,False,1.0,1.61128830909729,1
1722.0,False,4.0,1.61128830909729,1
55256.0,False,1.0,1.61128830909729,1
41166.0,False,3.0,1.61128830909729,1
11536.0,False,2.0,1.61128830909729,1
27256.0,False,2.0,1.61128830909729,1
18430.0,False,4.0,1.61128830909729,1
1236.0,False,1.0,1.61128830909729,1
252.0,False,7.0,1.61128830909729,1
13448.0,False,3.0,1.61128830909729,1
30136.0,False,2.0,1.61128830909729,1
8446.0,False,2.0,1.61128830909729,1
4074.0,False,7.0,1.61128830909729,1
12992.0,False,2.0,1.61128830909729,1
15908.0,False,6.0,1.61128830909729,1
12298.0,False,4.0,1.61128830909729,1
31360.0,False,2.0,1.61128830909729,1
8930.0,False,2.0,1.61128830909729,1
10640.0,False,1.0,1.61128830909729,1
37044.0,False,3.0,1.61128830909729,1
22176.0,False,4.0,1.61128830909729,1
23498.0,False,1.0,1.61128830909729,1
0.0,False,3.0,1.61128830909729,1
16236.0,False,5.0,1.61128830909729,1
20636.0,False,4.0,1.61128830909729,1
7790.0,False,1.0,1.61128830909729,1
25864.0,False,2.0,1.61128830909729,1
6724.0,False,10.0,1.61128830909729,1
7708.0,False,1.0,1.61128830909729,1
6724.0,False,4.0,1.61128830909729,1
0.0,False,2.0,1.61128830909729,1
28646.0,False,1.0,1.61128830909729,1
9184.0,False,1.0,1.61128830909729,1
0.0,False,1.0,1.61128830909729,1
59628.0,False,2.0,1.61128830909729,1
14486.0,False,1.0,1.61128830909729,1
4326.0,False,4.0,1.61128830909729,1
36966.0,False,1.0,1.61128830909729,1
44990.0,False,3.0,1.61128830909729,1
46858.0,False,4.0,1.61128830909729,1
30600.0,False,2.0,1.61128830909729,1
22176.0,False,4.0,1.61128830909729,1
48168.0,False,5.0,1.61128830909729,1
37344.0,False,2.0,1.61128830909729,1
0.0,False,2.0,1.61128830909729,1
9184.0,False,1.0,1.61128830909729,1
50224.0,False,1.0,1.61128830909729,1
21280.0,False,1.0,1.61128830909729,1
10168.0,False,2.0,1.61128830909729,1
25290.0,False,1.0,1.61128830909729,1
22528.0,False,1.0,1.61128830909729,1
18600.0,False,8.0,1.61128830909729,1
36798.0,False,5.0,1.61128830909729,1
54034.0,False,1.0,1.61128830909729,1
11536.0,False,2.0,1.61128830909729,1
49864.0,False,1.0,1.61128830909729,1
12266.0,False,3.0,1.61128830909729,1
33380.0,False,2.0,1.61128830909729,1
0.0,False,2.0,1.61128830909729,1
10468.0,False,2.0,1.61128830909729,1
3360.0,False,1.0,1.61128830909729,1
1140.0,False,4.0,1.61128830909729,1
4752.0,False,7.0,1.61128830909729,1
35480.0,False,2.0,1.61128830909729,1
27486.0,False,3.0,1.61128830909729,1
27832.0,False,3.0,1.61128830909729,1
16892.0,False,2.0,1.61128830909729,1
9184.0,False,2.0,1.61128830909729,1
